Country,Sub-sector,Name of the Plant,,Location,Status ( Whether Operational or Not),Capacity ( in MW),Operator,Owner,Latitude,Longitude,Link
,,Taza wind farm - Unit 1,"Cercle de Taza دائرة تازة, Taza Province, Morocco","Taza, Taza, Morocco",pre-construction,63,,Office National de l'Electricité et de l'Eau Potable (Morocco),34.2553,-4.0049,Taza wind farm
,,Taza wind farm - Unit 2,"Taza, Taza, Morocco","Guelmim-Oued Noun Solar, Morocco",announced,5000,Total Eren,,28.9884,-10.0508,Total Eren-Guelmim-Oued Noun wind farm
,,Total Eren-Guelmim-Oued Noun wind farm,"Guelmim-Oued Noun Solar, Morocco","Dakhla, Morocco",announced,10000,Hydrogène de France (HDF Energy),Hydrogène de France (HDF Energy),23.7186,-15.9418,White Dunes wind farm
,,White Dunes wind farm,"Dakhla, Morocco",,,,,,,,
,,,,,,,,,,,
,,,,"N'Djamena, Chad",operating,60,,Societe Nationale d'Electricite du Tchad,12.13501,14.99649,Farcha power station
Chad,Oil & Gas Power Station,Farcha power station - Unit 2,"N'Djamena, Chad","N'Djamena, Chad",announced,90,,Societe Nationale d'Electricite du Tchad,12.13501,14.99649,Farcha power station
,,Farcha power station - Unit 3,"N'Djamena, Chad","N'Djamena, Chad",operating,7,,Societe Nationale d'Electricite du Tchad,12.13501,14.99649,Farcha power station
,,Farcha power station - Unit 1,"N'Djamena, Chad","N'Djamena, Chad",operating,22,,Societe Nationale d'Electricite du Tchad,12.112785,15.066372,N'Djamena power station
,,N'Djamena power station - Unit 1,"N'Djamena, Chad","Gassi, Chad",shelved,200,,Alcaal Renovables SRL,12.0813,15.1455,Ronier–Djermaya Oil Pipeline
,Solar Power Plant,Alcaal Gassi solar farm,"Gassi, Chad","Borkou, Chad",cancelled,200,,Almaden Emirates Fortune Power LLC,15.6134,19.0156,Almaden solar farm
,,Almaden solar farm,"Borkou, Chad","Doba, Logone Oriental, Chad",announced,300,,Savannah Energy PLC,8.6764,16.8515,Centrale Solaire de Komé solar farm
,,Centrale Solaire de Komé solar farm,"Doba, Logone Oriental, Chad","N’Djamena, Chad",shelved,100,,Savannah Energy PLC,12.1192,15.0503,Centrales d’Energie Renouvelable de N’Djamena solar farm
,,Centrales d’Energie Renouvelable de N’Djamena solar farm,"N’Djamena, Chad","Djermaya, Chad",announced,28,,,12.2235,16.5629,Desert to Power (Chad) solar farms
,,Desert to Power (Chad) solar farms - Djermaya,"Djermaya, Chad","Djermaya, Chad",pre-construction,36,,InfraCo Africa; Smart Energies; Anergi International Ltd,12.3969,15.0536,Djermaya solar farm
,,Djermaya solar farm - Unit 1,"Djermaya, Chad","Djermaya, Chad",pre-construction,24,,InfraCo Africa; Smart Energies; Anergi International Ltd,12.3969,15.0536,Djermaya solar farm
,,Djermaya solar farm - Unit 2,"Djermaya, Chad","Gaoui, Chad",shelved,50,,Merl Solar Technologies,12.1787,15.1483,Gaoui solar farm
,,Gaoui solar farm - Unit 1,"Gaoui, Chad","Gaoui, Chad",shelved,50,,Merl Solar Technologies,12.1787,15.1483,Gaoui solar farm
,,Gaoui solar farm - Unit 2,"Gaoui, Chad","Gassi, Chad",announced,30,,,12.0739,15.1433,Gassi (RESPITE) solar farm
,,Gassi (RESPITE) solar farm,"Gassi, Chad","N’Djamena, Chad",cancelled,60,,AMEA Power,12.1192,15.0503,N'Djamena (AMEA) solar farm
,,N'Djamena (AMEA) solar farm - Unit 1,"N’Djamena, Chad","N’Djamena, Chad",cancelled,60,,AMEA Power,12.1192,15.0503,N'Djamena (AMEA) solar farm
,,N'Djamena (AMEA) solar farm - Unit 2,"N’Djamena, Chad","Gassi District, N’Djamena, Chad",construction,21.5,,QAir Group,12.0905,15.1331,N'Djamena (Qair) solar farm
,,N'Djamena (Qair) solar farm - Unit 1,"Gassi District, N’Djamena, Chad","N'Djamena, Chad",announced,35,,Scatec ASA,12.1557,15.0835,N'Djamena (Scatec) solar farm
,,N'Djamena (Scatec) solar farm,"N'Djamena, Chad","N'Djamena, Chad",announced,120,,CE Convalt Energy,12.1292,15.0325,N'Djamena Airport solar farm
,,N'Djamena Airport solar farm - Unit 2,"N'Djamena, Chad","Sarh, Chad",cancelled,30,,,10.9701,20.2539,Sarh solar farm
,,Sarh solar farm,"Sarh, Chad","N’Djamena, Chad",cancelled,32,,Arborescence Capital; NewSolar Invest; CIEC Monaco,12.1192,15.0503,Starsol solar farm
,,Starsol solar farm,"N’Djamena, Chad","Lamadji District, N’Djamena, Chad",construction,8.5,,QAir Group,12.1349,15.0564,N'Djamena (Qair) solar farm
,,N'Djamena (Qair) solar farm - Unit 2,"Lamadji District, N’Djamena, Chad","N'Djamena, Chad",construction,5,,CE Convalt Energy,12.1292,15.0325,N'Djamena Airport solar farm
,,N'Djamena Airport solar farm - Unit 1,"N'Djamena, Chad","N'Djamena, Chad",announced,100,,Savannah Energy PLC,12.1232,15.0712,Centrales d’Energie Renouvelable de N’Djamena wind farm
,Wind Power Plant,Centrales d’Energie Renouvelable de N’Djamena wind farm,"N'Djamena, Chad",,,,,,,,
,,,,,,,,,,,
,,,,"Atebubu-Amantin Municipal District, Bono East Region, Ghana",construction,60,,Africa Plantation for Sustainable Development Ltd [100%],7.7542,-0.9844,Atebubu power station
Ghana,Bioenergy Power Station,Atebubu power station - Unit 1,"Atebubu-Amantin Municipal District, Bono East Region, Ghana","Ningo-Prampram District, Greater Accra Region, Ghana",cancelled,60,,Armech Africa Ltd [100%],5.7355,0.0316,Tema W2E power station
,,Tema W2E power station - Unit 1,"Ningo-Prampram District, Greater Accra Region, Ghana","Otuam, Aboano, Ekumfi District, Central region, Ghana",cancelled,350,,Sunon Asogli Power Ltd [100%],5.666667,-1,Aboano power station
,Coal Power Station,Aboano power station - Unit 1,"Otuam, Aboano, Ekumfi District, Central region, Ghana","Otuam, Aboano, Ekumfi District, Central region, Ghana",cancelled,350,,Sunon Asogli Power Ltd [100%],5.666667,-1,Aboano power station
,,Aboano power station - Unit 2,"Otuam, Aboano, Ekumfi District, Central region, Ghana","Otuam, Aboano, Ekumfi District, Central region, Ghana",cancelled,1400,,Sunon Asogli Power Ltd [100%],5.666667,-1,Aboano power station
,,Aboano power station - Unit 3,"Otuam, Aboano, Ekumfi District, Central region, Ghana","Asuogyaman District, Eastern Region, Ghana",operating,1020,,Volta River Authority [100%],6.2999,0.0557,Aksombo hydroelectric plant
,Hydro Power Station,Aksombo hydroelectric plant,"Asuogyaman District, Eastern Region, Ghana","Awisam, Central Province, Ghana",pre-construction,50,,Volta River Authority,5.7915,-1.579,Awisam hydroelectric plant
,,Awisam hydroelectric plant,"Awisam, Central Province, Ghana","Bole District, Savannah Region, Ghana",operating,404,Bui Power Authority (BPA),Bui Power Authority (BPA) [100%],8.2792,-2.2356,Bui hydroelectric plant
,,Bui hydroelectric plant,"Bole District, Savannah Region, Ghana","Juale, Juale, Northern Region, Northern Region, Ghana",announced,90,,Volta River Authority,8.6818,0.1436,Juale hydroelectric plant
,,Juale hydroelectric plant,"Juale, Juale, Northern Region, Northern Region, Ghana","Lower Manya Krobo Municipal District, Eastern Region, Ghana",operating,160,,Volta River Authority [100%],6.1187,0.1238,Kpong hydroelectric plant
,,Kpong hydroelectric plant,"Lower Manya Krobo Municipal District, Eastern Region, Ghana","North East Region, Ghana",pre-construction,60,,Volta River Authority,10.5851,-0.8418,Pwalugu hydroelectric plant
,,Pwalugu hydroelectric plant,"North East Region, Ghana","Tanoso, Brong-Ahafo, Ghana",pre-construction,56,,Volta River Authority,6.7003,-1.6843,Tanoso hydroelectric plant
,,Tanoso hydroelectric plant,"Tanoso, Brong-Ahafo, Ghana","Aboadze, Western, Ghana",shelved,330,,Rotan Power Ltd [100%],4.968973,-1.663185,Aboadze Rotan power station
,Oil & Gas Power Station,Aboadze Rotan power station - Unit 1,"Aboadze, Western, Ghana","Aboadze, Western, Ghana",shelved,330,,Rotan Power Ltd [100%],4.968973,-1.663185,Aboadze Rotan power station
,,Aboadze Rotan power station - Unit 2,"Aboadze, Western, Ghana","Tema, Ghana",operating,370,,Aksa Enerji Uretim AŞ,5.692748,0.021523,Aksa Ghana HFO power plant
,,Aksa Ghana HFO power plant - Unit 1,"Tema, Ghana","Aboadze, Western, Ghana",operating,203,,Amandi Energy Ltd [100%],4.968201,-1.667387,Amandi power station
,,Amandi power station - Unit 1,"Aboadze, Western, Ghana","Tema, Greater Accra, Ghana",operating,194,,Early Power Ltd [100%],5.677739,0.019369,Bridge power station
,,Bridge power station - Unit 1,"Tema, Greater Accra, Ghana","Tema, Greater Accra, Ghana",pre-construction,200,,Early Power Ltd [100%],5.677739,0.019369,Bridge power station
,,Bridge power station - Unit 2,"Tema, Greater Accra, Ghana","Aboadze, Western, Ghana",cancelled,750,,OneEnergy Ltd [100%],4.972809,-1.658802,Ghana 1000 power station
,,Ghana 1000 power station - 01 Jan,"Aboadze, Western, Ghana","Aboadze, Western, Ghana",cancelled,550,,OneEnergy Ltd [100%],4.972809,-1.658802,Ghana 1000 power station
,,Ghana 1000 power station - 02 Jan,"Aboadze, Western, Ghana","Sekondi, Western, Ghana",operating,450,,Karpowership [100%],4.93844,-1.696663,Karpowership (Ghana) Osman Khan power station
,,Karpowership (Ghana) Osman Khan power station - Unit 1,"Sekondi, Western, Ghana","Tema, Greater Accra, Ghana",operating,350,,Cenpower Generation Co Ltd [100%],5.681203,0.041086,Kpone IPP (KIPP) power station
,,Kpone IPP (KIPP) power station - Unit 1,"Tema, Greater Accra, Ghana","Tema, Greater Accra, Ghana",operating,110,,Volta River Authority [100%],5.734624,0.009259,Kpone Thermal power plant
,,Kpone Thermal power plant - GT 1,"Tema, Greater Accra, Ghana","Tema, Greater Accra, Ghana",operating,110,,Volta River Authority [100%],5.734624,0.009259,Kpone Thermal power plant
,,Kpone Thermal power plant - GT 2,"Tema, Greater Accra, Ghana","Kpone, Greater Accra, Ghana",operating,200,,Sunon Asogli Power Ltd [100%],5.6803,0.047054,Sunon Asogli power station
,,Sunon Asogli power station - Unit 1,"Kpone, Greater Accra, Ghana","Kpone, Greater Accra, Ghana",operating,360,,Sunon Asogli Power Ltd [100%],5.6803,0.047054,Sunon Asogli power station
,,Sunon Asogli power station - Unit 2,"Kpone, Greater Accra, Ghana","Aboadze, Western, Ghana",operating,330,,Takoradi Power Co [100%],4.971862,-1.658276,Takoradi (TAPCO) 1 Thermal power plant
,,Takoradi (TAPCO) 1 Thermal power plant - Unit 1,"Aboadze, Western, Ghana","Aboadze, Western, Ghana",operating,132,,Volta River Authority [100%],4.974647,-1.657951,Takoradi (TAPCO) 3 Thermal power plant
,,Takoradi (TAPCO) 3 Thermal power plant - Unit 1,"Aboadze, Western, Ghana","Aboadze, Western, Ghana",operating,320,,Takoradi International Co Ltd [100%],4.971632,-1.659773,Takoradi (TICO) Thermal power plant
,,Takoradi (TICO) Thermal power plant - Unit 2,"Aboadze, Western, Ghana","Tema, Greater Accra, Ghana",operating,110,,CENIT Energy Limited (CEL) [100%],5.674457,0.012238,Tema CENIT Thermal power plant (TCTPP)
,,Tema CENIT Thermal power plant (TCTPP) - Unit 1,"Tema, Greater Accra, Ghana","Tema, Greater Accra, Ghana",operating,110,,Volta River Authority [100%],5.673994,0.010585,Tema Thermal Power Complex
,,Tema Thermal Power Complex - Unit 1,"Tema, Greater Accra, Ghana","Tema, Greater Accra, Ghana",operating,80,,Volta River Authority [100%],5.673994,0.010585,Tema Thermal Power Complex
,,Tema Thermal Power Complex - Unit 2,"Tema, Greater Accra, Ghana","Bolgatanga, Ghana",operating,100,UBI Energy,UBI Energy Corp,10.7854,-0.8487,Blue Power Energy solar farm
,Solar Power Plant,Blue Power Energy solar farm,"Bolgatanga, Ghana","Bodi, Ghana",cancelled,50,,Signik Energy Ltd,9.2358,-2.4518,Bodi solar farm
,,Bodi solar farm,"Bodi, Ghana","Bole District, Savannah Region, Ghana",operating,50,Bui Power Authority (BPA),Sinohydro Corp Ltd,8.2794,-2.2363,Bui Floating solar farm
,,Bui Floating solar farm - Unit 1,"Bole District, Savannah Region, Ghana","Bole District, Savannah Region, Ghana",pre-construction,50,Bui Power Authority (BPA),Sinohydro Corp Ltd,8.2794,-2.2363,Bui Floating solar farm
,,Bui Floating solar farm - Unit 2,"Bole District, Savannah Region, Ghana","Bole District, Savannah Region, Ghana",pre-construction,50,Bui Power Authority (BPA),Sinohydro Corp Ltd,8.2794,-2.2363,Bui Floating solar farm
,,Bui Floating solar farm - Unit 3,"Bole District, Savannah Region, Ghana","Bole District, Savannah Region, Ghana",pre-construction,50,Bui Power Authority (BPA),Sinohydro Corp Ltd,8.2794,-2.2363,Bui Floating solar farm
,,Bui Floating solar farm - Unit 4,"Bole District, Savannah Region, Ghana","Bole District, Savannah Region, Ghana",pre-construction,50,Bui Power Authority (BPA),Sinohydro Corp Ltd,8.2794,-2.2363,Bui Floating solar farm
,,Bui Floating solar farm - Unit 5,"Bole District, Savannah Region, Ghana","Accra, La-Dade-Kotopon Municipal District, Greater Accra Region, Ghana",announced,60,,Bui Power Authority (BPA),5.6221,-0.176,Bui Hydro Dam solar farm
,,Bui Hydro Dam solar farm - Unit 2,"Accra, La-Dade-Kotopon Municipal District, Greater Accra Region, Ghana","Yendi, Ghana",operating,50,,Bui Power Authority (BPA),8.2784,-2.2368,Bui solar farm
,,Bui solar farm - Unit 1,"Yendi, Ghana","Buipe, Ghana",announced,30,,Bui Power Authority (BPA),8.7896,-1.468,Bui solar farm
,,Bui solar farm - Unit 2,"Buipe, Ghana","Sawla, Ghana",announced,30,,Bui Power Authority (BPA),9.2726,-2.4161,Bui solar farm
,,Bui solar farm - Unit 3,"Sawla, Ghana","Bolgatanga, Ghana",announced,30,,Bui Power Authority (BPA),10.795,-0.8609,Bui solar farm
,,Bui solar farm - Unit 4,"Bolgatanga, Ghana","Zebilla, Ghana",announced,30,,Bui Power Authority (BPA),10.9401,-0.4803,Bui solar farm
,,Bui solar farm - Unit 5,"Zebilla, Ghana","Tumu, Ghana",announced,30,,Bui Power Authority (BPA),8.1198,-1.0223,Bui solar farm
,,Bui solar farm - Unit 6,"Tumu, Ghana","Bawku, Ghana",announced,30,,Bui Power Authority (BPA),8.1198,-1.0223,Bui solar farm
,,Bui solar farm - Unit 7,"Bawku, Ghana","Pru East District, Bono East Region, Ghana",announced,30,,Bui Power Authority (BPA),8.1198,-1.0223,Bui solar farm
,,Bui solar farm - Unit 8,"Pru East District, Bono East Region, Ghana","Gomoa Central District, Central Region, Ghana",operating,20,BXC Ghana,BXC Ghana Ltd,5.3728,-0.6933,Bxc Solar Power Station
,,Bxc Solar Power Station,"Gomoa Central District, Central Region, Ghana","Dagbon, Ghana",operating,50,,Bui Power Authority (BPA),9.3982,-0.9743,Dagbon solar farm
,,Dagbon solar farm,"Dagbon, Ghana","Pru East District, Bono East Region, Ghana",construction,100,,Meinergy Ghana,8.1198,-1.0223,Ghana Meinergy solar project
,,Ghana Meinergy solar project - Unit 1,"Pru East District, Bono East Region, Ghana","Pru East District, Bono East Region, Ghana",announced,80,,Meinergy Ghana,8.1198,-1.0223,Ghana Meinergy solar project
,,Ghana Meinergy solar project - Unit 10,"Pru East District, Bono East Region, Ghana","Pru East District, Bono East Region, Ghana",announced,80,,Meinergy Ghana,8.1198,-1.0223,Ghana Meinergy solar project
,,Ghana Meinergy solar project - Unit 11,"Pru East District, Bono East Region, Ghana","Pru East District, Bono East Region, Ghana",announced,80,,Meinergy Ghana,8.1198,-1.0223,Ghana Meinergy solar project
,,Ghana Meinergy solar project - Unit 12,"Pru East District, Bono East Region, Ghana","Pru East District, Bono East Region, Ghana",construction,100,,Meinergy Ghana,8.1198,-1.0223,Ghana Meinergy solar project
,,Ghana Meinergy solar project - Unit 2,"Pru East District, Bono East Region, Ghana","Pru East District, Bono East Region, Ghana",announced,80,,Meinergy Ghana,8.1198,-1.0223,Ghana Meinergy solar project
,,Ghana Meinergy solar project - Unit 3,"Pru East District, Bono East Region, Ghana","Pru East District, Bono East Region, Ghana",announced,80,,Meinergy Ghana,8.1198,-1.0223,Ghana Meinergy solar project
,,Ghana Meinergy solar project - Unit 4,"Pru East District, Bono East Region, Ghana","Pru East District, Bono East Region, Ghana",announced,80,,Meinergy Ghana,8.1198,-1.0223,Ghana Meinergy solar project
,,Ghana Meinergy solar project - Unit 5,"Pru East District, Bono East Region, Ghana","Pru East District, Bono East Region, Ghana",announced,80,,Meinergy Ghana,8.1198,-1.0223,Ghana Meinergy solar project
,,Ghana Meinergy solar project - Unit 6,"Pru East District, Bono East Region, Ghana","Pru East District, Bono East Region, Ghana",announced,80,,Meinergy Ghana,8.1198,-1.0223,Ghana Meinergy solar project
,,Ghana Meinergy solar project - Unit 7,"Pru East District, Bono East Region, Ghana","Pru East District, Bono East Region, Ghana",announced,80,,Meinergy Ghana,8.1198,-1.0223,Ghana Meinergy solar project
,,Ghana Meinergy solar project - Unit 8,"Pru East District, Bono East Region, Ghana","Pru East District, Bono East Region, Ghana",announced,80,,Meinergy Ghana,8.1198,-1.0223,Ghana Meinergy solar project
,,Ghana Meinergy solar project - Unit 9,"Pru East District, Bono East Region, Ghana","Winneba, Effutu Municipal District, Central Region, Ghana",operating,20,Beijing Xiaocheng Tech,Meinergy Ghana,5.3413,-0.7024,Gomoa Onyadze solar farm
,,Gomoa Onyadze solar farm,"Winneba, Effutu Municipal District, Central Region, Ghana","Central Gonja District, Savannah Region, Ghana",announced,20,,La Honda; EleQtra,8.8061,-1.3084,Gushie Solar Power Project
,,Gushie Solar Power Project,"Central Gonja District, Savannah Region, Ghana","Jema, Ghana",cancelled,70,,Avior Energy Ltd,7.9038,-1.7685,Jema solar farm
,,Jema solar farm,"Jema, Ghana","Kusawgu, Ghana",cancelled,400,,Savanna Solar Ltd,9.1969,-1.0439,Kusawgu solar farm
,,Kusawgu solar farm,"Kusawgu, Ghana","East Gonja Municipal District, Savannah Region, Ghana",cancelled,30,,TFI Co Ltd,8.0301,-1.0801,Mahe-Obomshai solar farm
,,Mahe-Obomshai solar farm,"East Gonja Municipal District, Savannah Region, Ghana","Nabogu, Ghana",cancelled,40,,Sada Solargiga Power Co Ltd,9.7446,-0.8227,Nabogu solar farm
,,Nabogu solar farm,"Nabogu, Ghana","Nante, Ghana",pre-construction,20,,Avior Energy Ltd,7.9579,-1.7473,Nante Solar Energy Project
,,Nante Solar Energy Project,"Nante, Ghana","Sankana, Ghana",cancelled,100,,Home Energy Africa LTD (HEAfrica),8.0301,-1.0801,Nyimbale-Sankana Solar Power Farm
,,Nyimbale-Sankana Solar Power Farm,"Sankana, Ghana","Ellembelle District, Western Region, Ghana",cancelled,155,,Blue Energy,5.0152,-2.4548,Nzema solar farm
,,Nzema solar farm,"Ellembelle District, Western Region, Ghana","Prampram, Ghana",cancelled,157,,Energy One Ghana Ltd,5.7105,0.1101,Prampram solar farm
,,Prampram solar farm,"Prampram, Ghana","East Mamprusi Municipal District, North East Region, Ghana",construction,50,,Volta River Authority,10.6006,-0.3306,Pwalugu Solar Component
,,Pwalugu Solar Component,"East Mamprusi Municipal District, North East Region, Ghana","East Gonja Municipal District, Savannah Region, Ghana",cancelled,100,,Sun Investment Group (SIG),8.0301,-1.0801,Sede solar farm
,,Sede solar farm,"East Gonja Municipal District, Savannah Region, Ghana","Bole, Ghana",cancelled,50,,Signik Energy Ltd,9.0299,-2.4881,Siginik Solar PV Farm
,,Siginik Solar PV Farm,"Bole, Ghana","Tamale, Ghana",cancelled,20,,Eni SpA,10.7854,-0.848,Tamale solar farm
,,Tamale solar farm,"Tamale, Ghana","Tampion, Ghana",cancelled,100,,WhiteCap Development Ltd,9.5826,-0.6784,Tampion solar farm
,,Tampion solar farm,"Tampion, Ghana","Tilli, Ghana",shelved,20,,Windiga SA,10.8814,-0.559,Tilli solar farm
,,Tilli solar farm,"Tilli, Ghana","Banda District, Bono Region, Ghana",operating,1.7,,,8.2653,-2.2532,Banda District solar project
,,Banda District solar project,"Banda District, Bono Region, Ghana","Accra, La-Dade-Kotopon Municipal District, Greater Accra Region, Ghana",operating,5,,Bui Power Authority (BPA),5.6221,-0.176,Bui Hydro Dam solar farm
,,Bui Hydro Dam solar farm - Unit 1,"Accra, La-Dade-Kotopon Municipal District, Greater Accra Region, Ghana","Ejisu Municipal District, Ashanti Region, Ghana",operating,1.7,,,6.6146,-1.4599,Ejisu Municipal District solar project
,,Ejisu Municipal District solar project,"Ejisu Municipal District, Ashanti Region, Ghana","Upper West Region, Ghana",operating,13,,Volta River Authority,10.1729,-2.5335,Kaleo solar project
,,Kaleo solar project - Unit 1,"Upper West Region, Ghana","Upper West Region, Ghana",operating,15,,Volta River Authority,10.1729,-2.5335,Kaleo solar project
,,Kaleo solar project - Unit 2,"Upper West Region, Ghana","Kassena-Nankana Municipal District, Ghana",operating,2.8,,,10.9234,-1.0554,Kassena-Nankana Municipal District solar project
,,Kassena-Nankana Municipal District solar project,"Kassena-Nankana Municipal District, Ghana","Upper West Region, Ghana",operating,6.5,,,10.6461,-2.8841,Lawra solar project
,,Lawra solar project,"Upper West Region, Ghana",,,,,,,,
,,,,,,,,,,,
,,,,"Djambala, Plateaux Department, Republic of the Congo",operating,120,,,-2.9353,16.0373,Imboulou hydroelectric plant
Congo,Hydro Power Plant,Imboulou hydroelectric plant,"Djambala, Plateaux Department, Republic of the Congo","Pool Department, Republic of the Congo",cancelled,150,,,-2.9018,14.9503,Kouembali hydroelectric plant
,,Kouembali hydroelectric plant,"Pool Department, Republic of the Congo",Republic of the Congo,operating,74,Energie Electrique du Congo,Energie Electrique du Congo,-3.8987,13.7656,Moukoukoulou hydroelectric plant
,,Moukoukoulou hydroelectric plant,Republic of the Congo,"Mossendjo, Mossendjo, Niari, Republic of the Congo",shelved,230,,,-2.9118,12.8468,Mourala hydroelectric plant
,,Mourala hydroelectric plant,"Mossendjo, Mossendjo, Niari, Republic of the Congo","Nyanga, Nyanga, Niari, Republic of the Congo",shelved,101,,,-3.1334,12.9333,Nyanga hydroelectric plant
,,Nyanga hydroelectric plant,"Nyanga, Nyanga, Niari, Republic of the Congo","Kakamoeka, Kouilou Department, Republic of the Congo",cancelled,100,,,-4.0764,12.157,Sounda Gorge hydroelectric plant
,,Sounda Gorge hydroelectric plant,"Kakamoeka, Kouilou Department, Republic of the Congo",Republic of the Congo,pre-construction,700,,China Overseas Energy Technology Group Co Ltd,-4.0817,12.1562,Sounda hydroelectric plant
,,Sounda hydroelectric plant,Republic of the Congo,"Tilala, Pointe-Noire, Republic of the Congo",operating,157,,Société Centrale Electrique du Congo SA [100%],-4.889746,11.915549,Centrale Électrique du Congo (CEC) power station
,Oil & Gas Power Station,Centrale Électrique du Congo (CEC) power station - Unit 1,"Tilala, Pointe-Noire, Republic of the Congo","Tilala, Pointe-Noire, Republic of the Congo",operating,157,,Société Centrale Electrique du Congo SA [100%],-4.889746,11.915549,Centrale Électrique du Congo (CEC) power station
,,Centrale Électrique du Congo (CEC) power station - Unit 2,"Tilala, Pointe-Noire, Republic of the Congo","Tilala, Pointe-Noire, Republic of the Congo",operating,170,,Société Centrale Electrique du Congo SA [100%],-4.889746,11.915549,Centrale Électrique du Congo (CEC) power station
,,Centrale Électrique du Congo (CEC) power station - Unit 3,"Tilala, Pointe-Noire, Republic of the Congo","Tilala, Pointe-Noire, Republic of the Congo",announced,516,,Société Centrale Electrique du Congo SA [100%],-4.889746,11.915549,Centrale Électrique du Congo (CEC) power station
,,Centrale Électrique du Congo (CEC) power station - Unit 4,"Tilala, Pointe-Noire, Republic of the Congo","Djeno, Pointe-Noire, Republic of the Congo",shelved,50,,Aksa Enerji Uretim AŞ [100%],-4.920492,11.937759,Congo Natural Gas Combined Cycle power plant
,,Congo Natural Gas Combined Cycle power plant - CC1,"Djeno, Pointe-Noire, Republic of the Congo","Djeno, Pointe-Noire, Republic of the Congo",operating,50,,Aksa Enerji Uretim AŞ [100%],-4.920492,11.937759,Congo Natural Gas Combined Cycle power plant
,,Congo Natural Gas Combined Cycle power plant - GT1-GT2,"Djeno, Pointe-Noire, Republic of the Congo",Republic of the Congo,pre-construction,100,,AMEA Power,0.3659,16.1368,Congo-Brazzaville solar farm
,Solar Power Plant,Congo-Brazzaville solar farm,Republic of the Congo,"Special Economic Zone of Ignie, Pool Department, Republic of the Congo",pre-construction,50,Tinda Cash Group,Tinda Cash Group,-0.3043,15.4995,Ignié solar farm
,,Ignié solar farm,"Special Economic Zone of Ignie, Pool Department, Republic of the Congo","Owando, Cuvette Department, Republic of the Congo",shelved,50,,Ultra Green Corp; Copasol SA,-0.3043,15.4995,Imbimbi solar farm
,,Imbimbi solar farm,"Owando, Cuvette Department, Republic of the Congo","Owando, Cuvette Department, Republic of the Congo",shelved,50,,Ultra Green Corp; Copasol SA,-0.3043,15.4995,Maloukau Trade Industrial Estate solar farm
,,Maloukau Trade Industrial Estate solar farm,"Owando, Cuvette Department, Republic of the Congo","Tié-Tié (arrondissement 3), Pointe-Noire (commune), Pointe-Noire (département), Republic of the Congo",shelved,50,,Ultra Green Corp; Copasol SA,-4.7807,11.8923,Pointe Noire Industrial Estate solar farm
,,Pointe Noire Industrial Estate solar farm,"Tié-Tié (arrondissement 3), Pointe-Noire (commune), Pointe-Noire (département), Republic of the Congo","District de Kabo, Sangha, Republic of the Congo",operating,2,,,1.3863,16.3364,District De Kabo solar project
,,District De Kabo solar project,"District de Kabo, Sangha, Republic of the Congo",,,,,,,,
,,,,,,,,,,,
,,,,"Brikama, The Gambia",operating,24,,Global Electrical Group Ltd [100%],13.295627,-16.63458,Brikama (GEG) power plant
Gambia,Oil & Gas Power Station,Brikama (GEG) power plant - Unit 1,"Brikama, The Gambia","Brikama, The Gambia",operating,20,NAWEC,,13.293112,-16.635452,Brikama (NAWEC) power plant
,,Brikama (NAWEC) power plant - Unit 1,"Brikama, The Gambia","Banjul, The Gambia",operating,36,,Karpowership,13.456491,-16.579775,Goktay Bey (Karpowership) power plant
,,Goktay Bey (Karpowership) power plant - Unit 1,"Banjul, The Gambia","Kotu Eaat, The Gambia",operating,41,,,13.45394,-16.69623,Kotu power station
,,Kotu power station - Unit 1,"Kotu Eaat, The Gambia","Kombo North/Saint Mary, Brikama, West Coast Division (The Gambia), The Gambia",operating,23,,Economic Community of West African States (ECOWAS),13.2979,-16.6757,Jambur solar farm
,,Jambur solar farm,"Kombo North/Saint Mary, Brikama, West Coast Division (The Gambia), The Gambia","Soma, Lower River Division, The Gambia",pre-construction,80,,Economic Community of West African States (ECOWAS),13.3978,-15.7263,Soma solar farm (The Gambia)
,,Soma solar farm (The Gambia) - Unit 1,"Soma, Lower River Division, The Gambia","Soma, Lower River Division, The Gambia",pre-construction,70,,Economic Community of West African States (ECOWAS),13.3978,-15.7263,Soma solar farm (The Gambia)
,,Soma solar farm (The Gambia) - Unit 2,"Soma, Lower River Division, The Gambia",The Gambia,announced,350,,NEK Umwelttechnik AG,13.3182,-16.8683,The Gambia NEK offshore wind farm
,,The Gambia NEK offshore wind farm,The Gambia,The Gambia,announced,200,,NEK Umwelttechnik AG,13.4785,-16.297,The Gambia NEK onshore wind farm
,,The Gambia NEK onshore wind farm,The Gambia,,,,,,,,
,,,,,,,,,,,
,,,,"Noumbiel, Sud-Ouest Region, Burkina Faso",announced,60,,,9.8479,-2.9844,Noumbiel hydroelectric plant
Burkina Faso,Hydro Power Plant,Noumbiel hydroelectric plant,"Noumbiel, Sud-Ouest Region, Burkina Faso",Burkina Faso,operating,57,,IAMGOLD Corp,13.873919,-0.917234,Essakane Gold Mine power station
,Oil & Gas Power Station,Essakane Gold Mine power station - Unit 1,Burkina Faso,"Ougadougou, Burkina Faso",operating,54,,Société Nationale d'électricité du Burkina,12.251145,-1.575717,Komsilga power plant
